voxel_id,fix_x,fix_y,original_id
chair_0241_x10_y20_aug_12_130,133,-35,chair_0241_x10_y20
bottle_0270_x120_y5_aug_13_130,130,-72,bottle_0270_x120_y5
bowl_0042_x20_y75_aug_14_130,133,163,bowl_0042_x20_y75
bed_0275_x160_y160_aug_15_130,130,-125,bed_0275_x160_y160
dresser_0255_x85_y100_aug_16_130,134,84,dresser_0255_x85_y100
cup_0066_x15_y155_aug_17_130,134,-49,cup_0066_x15_y155
chair_0928_x155_y80_aug_18_130,130,-44,chair_0928_x155_y80
vase_0131_x130_y125_aug_19_130,130,-116,vase_0131_x130_y125
cone_0078_x140_y0_aug_20_130,134,170,cone_0078_x140_y0
vase_0543_x80_y145_aug_21_130,130,-125,vase_0543_x80_y145
vase_0332_x50_y125_aug_22_130,132,-160,vase_0332_x50_y125
vase_0275_x40_y130_aug_23_130,132,-38,vase_0275_x40_y130
vase_0199_x100_y85_aug_24_130,133,-92,vase_0199_x100_y85
curtain_0030_x40_y130_aug_25_130,132,-129,curtain_0030_x40_y130
bathtub_0148_x65_y35_aug_26_130,133,-81,bathtub_0148_x65_y35
bowl_0011_x170_y130_aug_27_130,132,13,bowl_0011_x170_y130
chair_0606_x160_y5_aug_28_130,131,175,chair_0606_x160_y5
bathtub_0148_x0_y90_aug_29_130,130,-159,bathtub_0148_x0_y90
person_0075_x5_y25_aug_30_130,134,-70,person_0075_x5_y25
bench_0078_x70_y50_aug_31_130,130,64,bench_0078_x70_y50
bowl_0042_x45_y10_aug_32_130,134,99,bowl_0042_x45_y10
vase_0359_x0_y120_aug_33_130,134,139,vase_0359_x0_y120
bookshelf_0107_x15_y10_aug_34_130,133,174,bookshelf_0107_x15_y10
sofa_0395_x140_y45_aug_35_130,133,-146,sofa_0395_x140_y45
lamp_0083_x10_y40_aug_36_130,131,-166,lamp_0083_x10_y40
vase_0199_x45_y80_aug_37_130,133,-128,vase_0199_x45_y80
sofa_0502_x105_y20_aug_38_130,133,37,sofa_0502_x105_y20
vase_0482_x175_y45_aug_39_130,132,-47,vase_0482_x175_y45
bottle_0207_x145_y75_aug_40_130,133,9,bottle_0207_x145_y75
bookshelf_0259_x50_y145_aug_41_130,131,9,bookshelf_0259_x50_y145
cup_0066_x165_y175_aug_42_130,131,-21,cup_0066_x165_y175
cup_0066_x20_y5_aug_43_130,133,-64,cup_0066_x20_y5
vase_0369_x45_y110_aug_44_130,132,-91,vase_0369_x45_y110
vase_0280_x135_y90_aug_45_130,134,-178,vase_0280_x135_y90
chair_0395_x20_y115_aug_46_130,131,51,chair_0395_x20_y115
bottle_0205_x40_y105_aug_47_130,132,-27,bottle_0205_x40_y105
vase_0280_x135_y90_aug_48_130,130,-126,vase_0280_x135_y90
chair_0028_x95_y5_aug_49_130,134,64,chair_0028_x95_y5
bowl_0029_x155_y75_aug_0_135,136,19,bowl_0029_x155_y75
vase_0050_x65_y170_aug_1_135,135,166,vase_0050_x65_y170
chair_0545_x50_y25_aug_2_135,138,16,chair_0545_x50_y25
vase_0515_x60_y150_aug_3_135,135,-5,vase_0515_x60_y150
vase_0262_x30_y125_aug_4_135,138,111,vase_0262_x30_y125
vase_0268_x80_y105_aug_5_135,137,5,vase_0268_x80_y105
bottle_0270_x5_y120_aug_6_135,138,159,bottle_0270_x5_y120
vase_0203_x135_y0_aug_7_135,139,117,vase_0203_x135_y0
bookshelf_0343_x5_y85_aug_8_135,136,-1,bookshelf_0343_x5_y85
bottle_0207_x35_y70_aug_9_135,137,58,bottle_0207_x35_y70
cup_0071_x10_y10_aug_10_135,136,3,cup_0071_x10_y10
mantel_0066_x35_y95_aug_11_135,138,-130,mantel_0066_x35_y95
laptop_0121_x35_y65_aug_12_135,139,-43,laptop_0121_x35_y65
lamp_0025_x65_y5_aug_13_135,136,97,lamp_0025_x65_y5
sofa_0409_x75_y60_aug_14_135,136,110,sofa_0409_x75_y60
vase_0166_x145_y50_aug_15_135,136,-179,vase_0166_x145_y50
bottle_0382_x160_y110_aug_16_135,136,-155,bottle_0382_x160_y110
vase_0203_x0_y115_aug_17_135,136,-26,vase_0203_x0_y115
bowl_0061_x5_y145_aug_18_135,137,-89,bowl_0061_x5_y145
chair_0014_x125_y130_aug_19_135,138,157,chair_0014_x125_y130
lamp_0025_x150_y95_aug_20_135,135,-52,lamp_0025_x150_y95
bottle_0205_x60_y150_aug_21_135,137,85,bottle_0205_x60_y150
cup_0025_x10_y170_aug_22_135,139,-20,cup_0025_x10_y170
sofa_0502_x70_y165_aug_23_135,137,-129,sofa_0502_x70_y165
bottle_0348_x175_y145_aug_24_135,138,167,bottle_0348_x175_y145
stairs_0113_x50_y30_aug_25_135,138,-50,stairs_0113_x50_y30
piano_0135_x165_y50_aug_26_135,139,45,piano_0135_x165_y50
dresser_0045_x30_y70_aug_27_135,139,71,dresser_0045_x30_y70
dresser_0248_x125_y95_aug_28_135,136,157,dresser_0248_x125_y95
bathtub_0122_x170_y65_aug_29_135,135,103,bathtub_0122_x170_y65
bench_0091_x55_y20_aug_30_135,137,20,bench_0091_x55_y20
table_0044_x145_y125_aug_31_135,138,-18,table_0044_x145_y125
curtain_0143_x50_y160_aug_32_135,136,151,curtain_0143_x50_y160
bowl_0081_x140_y135_aug_33_135,137,16,bowl_0081_x140_y135
vase_0262_x60_y60_aug_34_135,135,52,vase_0262_x60_y60
bed_0275_x90_y120_aug_35_135,139,-59,bed_0275_x90_y120
cup_0050_x85_y125_aug_36_135,136,162,cup_0050_x85_y125
vase_0247_x0_y70_aug_37_135,137,-25,vase_0247_x0_y70
stairs_0144_x160_y10_aug_38_135,136,-59,stairs_0144_x160_y10
cup_0050_x85_y125_aug_39_135,138,-101,cup_0050_x85_y125
cup_0065_x110_y120_aug_40_135,138,-172,cup_0065_x110_y120
bench_0091_x15_y5_aug_41_135,136,-57,bench_0091_x15_y5
chair_0466_x125_y140_aug_42_135,137,-8,chair_0466_x125_y140
bowl_0061_x40_y100_aug_43_135,138,12,bowl_0061_x40_y100
dresser_0018_x110_y145_aug_44_135,138,36,dresser_0018_x110_y145
dresser_0248_x160_y40_aug_45_135,135,-134,dresser_0248_x160_y40
bowl_0011_x115_y10_aug_46_135,135,-90,bowl_0011_x115_y10
sofa_0478_x150_y25_aug_47_135,139,137,sofa_0478_x150_y25
sofa_0541_x115_y145_aug_48_135,139,137,sofa_0541_x115_y145
chair_0145_x70_y100_aug_49_135,135,-46,chair_0145_x70_y100
vase_0247_x120_y110_aug_0_140,140,28,vase_0247_x120_y110
chair_0241_x95_y65_aug_1_140,141,81,chair_0241_x95_y65
bottle_0344_x85_y135_aug_2_140,141,-19,bottle_0344_x85_y135
bottle_0205_x55_y70_aug_3_140,144,-75,bottle_0205_x55_y70
chair_0395_x40_y120_aug_4_140,142,176,chair_0395_x40_y120
sink_0031_x160_y20_aug_5_140,143,-127,sink_0031_x160_y20
stairs_0144_x75_y10_aug_6_140,141,-66,stairs_0144_x75_y10
vase_0515_x140_y105_aug_7_140,142,98,vase_0515_x140_y105
vase_0458_x55_y150_aug_8_140,144,-176,vase_0458_x55_y150
bottle_0019_x155_y35_aug_9_140,142,126,bottle_0019_x155_y35
dresser_0115_x45_y140_aug_10_140,144,40,dresser_0115_x45_y140
chair_0466_x130_y20_aug_11_140,140,178,chair_0466_x130_y20
bottle_0344_x140_y65_aug_12_140,140,46,bottle_0344_x140_y65
chair_0298_x5_y120_aug_13_140,143,-34,chair_0298_x5_y120
chair_0605_x95_y120_aug_14_140,143,175,chair_0605_x95_y120
bottle_0019_x40_y30_aug_15_140,142,159,bottle_0019_x40_y30
vase_0275_x95_y40_aug_16_140,140,-104,vase_0275_x95_y40
vase_0166_x15_y85_aug_17_140,141,-172,vase_0166_x15_y85
vase_0160_x140_y75_aug_18_140,141,-32,vase_0160_x140_y75
vase_0247_x75_y115_aug_19_140,144,81,vase_0247_x75_y115
vase_0543_x100_y160_aug_20_140,140,-11,vase_0543_x100_y160
dresser_0248_x0_y5_aug_21_140,141,109,dresser_0248_x0_y5
bottle_0344_x140_y155_aug_22_140,142,1,bottle_0344_x140_y155
bowl_0053_x70_y95_aug_23_140,140,143,bowl_0053_x70_y95
bottle_0207_x5_y45_aug_24_140,144,-143,bottle_0207_x5_y45
vase_0543_x25_y25_aug_25_140,144,-135,vase_0543_x25_y25
cone_0143_x50_y30_aug_26_140,141,49,cone_0143_x50_y30
sofa_0209_x70_y35_aug_27_140,144,64,sofa_0209_x70_y35
xbox_0026_x135_y160_aug_28_140,141,-50,xbox_0026_x135_y160
vase_0190_x95_y105_aug_29_140,141,-164,vase_0190_x95_y105
bowl_0081_x80_y175_aug_30_140,144,-118,bowl_0081_x80_y175
cup_0022_x115_y85_aug_31_140,143,-132,cup_0022_x115_y85
vase_0190_x20_y40_aug_32_140,144,98,vase_0190_x20_y40
table_0457_x70_y145_aug_33_140,144,-53,table_0457_x70_y145
bowl_0050_x50_y70_aug_34_140,140,158,bowl_0050_x50_y70
tent_0180_x25_y90_aug_35_140,143,-25,tent_0180_x25_y90
sofa_0548_x145_y165_aug_36_140,141,96,sofa_0548_x145_y165
sofa_0541_x165_y15_aug_37_140,141,-49,sofa_0541_x165_y15
chair_0545_x125_y65_aug_38_140,142,93,chair_0545_x125_y65
bowl_0052_x110_y35_aug_39_140,142,22,bowl_0052_x110_y35
bench_0122_x160_y30_aug_40_140,142,-122,bench_0122_x160_y30
bowl_0011_x35_y115_aug_41_140,142,-69,bowl_0011_x35_y115
cone_0143_x155_y125_aug_42_140,140,77,cone_0143_x155_y125
cup_0083_x40_y95_aug_43_140,140,-61,cup_0083_x40_y95
vase_0482_x120_y0_aug_44_140,143,-81,vase_0482_x120_y0
vase_0166_x70_y160_aug_45_140,143,-39,vase_0166_x70_y160
cone_0090_x100_y150_aug_46_140,143,-138,cone_0090_x100_y150
dresser_0115_x95_y60_aug_47_140,144,-127,dresser_0115_x95_y60
bookshelf_0107_x165_y130_aug_48_140,143,-178,bookshelf_0107_x165_y130
vase_0275_x85_y105_aug_49_140,142,109,vase_0275_x85_y105
chair_0897_x135_y85_aug_0_145,145,-51,chair_0897_x135_y85
vase_0123_x35_y70_aug_1_145,147,-32,vase_0123_x35_y70
tent_0180_x155_y65_aug_2_145,149,-47,tent_0180_x155_y65
bookshelf_0265_x105_y15_aug_3_145,149,32,bookshelf_0265_x105_y15
chair_0545_x70_y145_aug_4_145,146,-47,chair_0545_x70_y145
sink_0029_x35_y95_aug_5_145,145,-14,sink_0029_x35_y95
bookshelf_0259_x60_y20_aug_6_145,147,126,bookshelf_0259_x60_y20
cup_0066_x50_y90_aug_7_145,148,155,cup_0066_x50_y90
vase_0543_x50_y175_aug_8_145,147,-41,vase_0543_x50_y175
toilet_0281_x125_y50_aug_9_145,148,60,toilet_0281_x125_y50
cup_0076_x135_y50_aug_10_145,146,-154,cup_0076_x135_y50
vase_0379_x105_y100_aug_11_145,148,-4,vase_0379_x105_y100
bottle_0205_x15_y70_aug_12_145,149,-46,bottle_0205_x15_y70
vase_0510_x70_y175_aug_13_145,148,99,vase_0510_x70_y175
sofa_0409_x100_y170_aug_14_145,149,-41,sofa_0409_x100_y170
person_0075_x75_y125_aug_15_145,146,6,person_0075_x75_y125
vase_0166_x85_y70_aug_16_145,148,-151,vase_0166_x85_y70
laptop_0045_x25_y120_aug_17_145,147,141,laptop_0045_x25_y120
cup_0066_x95_y5_aug_18_145,149,-169,cup_0066_x95_y5
piano_0135_x35_y45_aug_19_145,149,-94,piano_0135_x35_y45
chair_0689_x160_y100_aug_20_145,146,-59,chair_0689_x160_y100
table_0457_x105_y0_aug_21_145,148,-68,table_0457_x105_y0
vase_0262_x30_y25_aug_22_145,148,106,vase_0262_x30_y25
cup_0095_x75_y165_aug_23_145,149,-82,cup_0095_x75_y165
dresser_0018_x0_y160_aug_24_145,149,-172,dresser_0018_x0_y160
stool_0017_x150_y175_aug_25_145,147,-95,stool_0017_x150_y175
tent_0180_x30_y175_aug_26_145,149,-106,tent_0180_x30_y175
chair_0397_x90_y30_aug_27_145,147,-110,chair_0397_x90_y30
bookshelf_0265_x90_y95_aug_28_145,147,-32,bookshelf_0265_x90_y95
cup_0050_x35_y155_aug_29_145,145,89,cup_0050_x35_y155
chair_0039_x175_y125_aug_30_145,145,-115,chair_0039_x175_y125
cone_0063_x160_y0_aug_31_145,146,-87,cone_0063_x160_y0
cup_0083_x130_y55_aug_32_145,146,57,cup_0083_x130_y55
dresser_0018_x105_y175_aug_33_145,145,17,dresser_0018_x105_y175
bowl_0081_x50_y5_aug_34_145,147,58,bowl_0081_x50_y5
bottle_0122_x65_y80_aug_35_145,149,134,bottle_0122_x65_y80
chair_0928_x15_y70_aug_36_145,146,-78,chair_0928_x15_y70
vase_0050_x130_y110_aug_37_145,145,57,vase_0050_x130_y110
person_0013_x0_y155_aug_38_145,149,-12,person_0013_x0_y155
mantel_0144_x25_y80_aug_39_145,146,-42,mantel_0144_x25_y80
vase_0493_x35_y50_aug_40_145,147,-74,vase_0493_x35_y50
bathtub_0148_x30_y100_aug_41_145,148,125,bathtub_0148_x30_y100
dresser_0018_x25_y145_aug_42_145,149,165,dresser_0018_x25_y145
dresser_0248_x145_y90_aug_43_145,146,92,dresser_0248_x145_y90
chair_0858_x155_y20_aug_44_145,147,132,chair_0858_x155_y20
vase_0190_x20_y40_aug_45_145,148,-30,vase_0190_x20_y40
vase_0543_x30_y20_aug_46_145,148,-4,vase_0543_x30_y20
chair_0897_x150_y145_aug_47_145,148,-152,chair_0897_x150_y145
bowl_0011_x50_y75_aug_48_145,147,-73,bowl_0011_x50_y75
bookshelf_0265_x30_y65_aug_49_145,147,-154,bookshelf_0265_x30_y65
vase_0203_x20_y80_aug_0_150,154,12,vase_0203_x20_y80
stairs_0144_x70_y0_aug_1_150,151,84,stairs_0144_x70_y0
dresser_0045_x60_y10_aug_2_150,153,29,dresser_0045_x60_y10
vase_0359_x35_y150_aug_3_150,154,-174,vase_0359_x35_y150
bowl_0042_x95_y125_aug_4_150,151,-107,bowl_0042_x95_y125
cup_0081_x60_y120_aug_5_150,150,-88,cup_0081_x60_y120
mantel_0066_x30_y55_aug_6_150,154,5,mantel_0066_x30_y55
lamp_0025_x105_y140_aug_7_150,154,-43,lamp_0025_x105_y140
vase_0190_x145_y175_aug_8_150,150,103,vase_0190_x145_y175
bowl_0068_x170_y140_aug_9_150,151,-136,bowl_0068_x170_y140
xbox_0026_x105_y150_aug_10_150,154,-97,xbox_0026_x105_y150
sofa_0548_x10_y140_aug_11_150,150,98,sofa_0548_x10_y140
bottle_0270_x25_y15_aug_12_150,152,135,bottle_0270_x25_y15
table_0111_x115_y105_aug_13_150,150,105,table_0111_x115_y105
dresser_0045_x45_y75_aug_14_150,154,74,dresser_0045_x45_y75
chair_0545_x150_y75_aug_15_150,150,167,chair_0545_x150_y75
sofa_0610_x60_y105_aug_16_150,152,-32,sofa_0610_x60_y105
chair_0039_x125_y90_aug_17_150,152,-54,chair_0039_x125_y90
vase_0411_x0_y150_aug_18_150,154,-173,vase_0411_x0_y150
bench_0175_x115_y140_aug_19_150,151,159,bench_0175_x115_y140
stairs_0113_x45_y50_aug_20_150,150,-45,stairs_0113_x45_y50
vase_0543_x30_y20_aug_21_150,153,-3,vase_0543_x30_y20
bookshelf_0343_x50_y80_aug_22_150,151,85,bookshelf_0343_x50_y80
chair_0039_x0_y155_aug_23_150,153,135,chair_0039_x0_y155
bottle_0205_x45_y80_aug_24_150,150,179,bottle_0205_x45_y80
table_0449_x160_y80_aug_25_150,153,-116,table_0449_x160_y80
bottle_0382_x85_y15_aug_26_150,154,-25,bottle_0382_x85_y15
dresser_0018_x120_y90_aug_27_150,153,29,dresser_0018_x120_y90
bathtub_0148_x75_y150_aug_28_150,153,129,bathtub_0148_x75_y150
bed_0163_x50_y110_aug_29_150,154,-83,bed_0163_x50_y110
toilet_0379_x25_y140_aug_30_150,154,163,toilet_0379_x25_y140
vase_0160_x150_y10_aug_31_150,152,-157,vase_0160_x150_y10
stairs_0144_x120_y140_aug_32_150,151,10,stairs_0144_x120_y140
vase_0411_x40_y60_aug_33_150,150,-41,vase_0411_x40_y60
sofa_0409_x0_y25_aug_34_150,152,-141,sofa_0409_x0_y25
table_0111_x60_y140_aug_35_150,153,47,table_0111_x60_y140
xbox_0026_x165_y85_aug_36_150,151,-157,xbox_0026_x165_y85
cup_0083_x145_y135_aug_37_150,153,106,cup_0083_x145_y135
chair_0606_x10_y145_aug_38_150,150,-164,chair_0606_x10_y145
table_0111_x155_y145_aug_39_150,153,-106,table_0111_x155_y145
cone_0143_x0_y140_aug_40_150,152,94,cone_0143_x0_y140
toilet_0281_x85_y70_aug_41_150,153,-128,toilet_0281_x85_y70
sofa_0541_x60_y130_aug_42_150,153,60,sofa_0541_x60_y130
bottle_0270_x45_y90_aug_43_150,151,37,bottle_0270_x45_y90
vase_0069_x90_y65_aug_44_150,153,159,vase_0069_x90_y65
chair_0689_x105_y25_aug_45_150,151,-108,chair_0689_x105_y25
cup_0053_x175_y0_aug_46_150,154,-149,cup_0053_x175_y0
sink_0029_x75_y160_aug_47_150,153,-140,sink_0029_x75_y160
bottle_0301_x105_y25_aug_48_150,150,-149,bottle_0301_x105_y25
chair_0610_x15_y40_aug_49_150,151,60,chair_0610_x15_y40
vase_0262_x85_y45_aug_0_155,159,-19,vase_0262_x85_y45
vase_0379_x0_y50_aug_1_155,156,101,vase_0379_x0_y50
curtain_0030_x45_y60_aug_2_155,155,-57,curtain_0030_x45_y60
chair_0395_x20_y115_aug_3_155,158,-109,chair_0395_x20_y115
vase_0166_x90_y135_aug_4_155,156,-54,vase_0166_x90_y135
sofa_0554_x170_y40_aug_5_155,157,85,sofa_0554_x170_y40
chair_0858_x10_y45_aug_6_155,158,-65,chair_0858_x10_y45
sofa_0554_x10_y65_aug_7_155,155,-116,sofa_0554_x10_y65
lamp_0025_x20_y140_aug_8_155,158,-90,lamp_0025_x20_y140
vase_0280_x25_y15_aug_9_155,155,15,vase_0280_x25_y15
bathtub_0148_x0_y90_aug_10_155,155,-12,bathtub_0148_x0_y90
person_0013_x5_y55_aug_11_155,158,-139,person_0013_x5_y55
bench_0078_x50_y85_aug_12_155,159,122,bench_0078_x50_y85
cup_0004_x60_y40_aug_13_155,156,-7,cup_0004_x60_y40
curtain_0075_x70_y110_aug_14_155,158,39,curtain_0075_x70_y110
bottle_0348_x15_y80_aug_15_155,157,154,bottle_0348_x15_y80
bottle_0205_x75_y105_aug_16_155,156,-50,bottle_0205_x75_y105
stool_0057_x175_y115_aug_17_155,156,-121,stool_0057_x175_y115
cup_0076_x40_y160_aug_18_155,159,73,cup_0076_x40_y160
bottle_0395_x10_y85_aug_19_155,155,-85,bottle_0395_x10_y85
bookshelf_0107_x155_y140_aug_20_155,155,-47,bookshelf_0107_x155_y140
cone_0143_x5_y130_aug_21_155,157,158,cone_0143_x5_y130
vase_0131_x130_y10_aug_22_155,155,-143,vase_0131_x130_y10
vase_0458_x140_y110_aug_23_155,158,-144,vase_0458_x140_y110
xbox_0089_x95_y85_aug_24_155,159,133,xbox_0089_x95_y85
cup_0025_x5_y80_aug_25_155,158,72,cup_0025_x5_y80
chair_0610_x165_y100_aug_26_155,159,11,chair_0610_x165_y100
vase_0510_x0_y100_aug_27_155,155,109,vase_0510_x0_y100
vase_0109_x135_y85_aug_28_155,157,32,vase_0109_x135_y85
vase_0359_x90_y160_aug_29_155,155,-51,vase_0359_x90_y160
bookshelf_0564_x70_y55_aug_30_155,158,-18,bookshelf_0564_x70_y55
person_0075_x50_y150_aug_31_155,159,-83,person_0075_x50_y150
chair_0145_x90_y160_aug_32_155,159,-60,chair_0145_x90_y160
xbox_0089_x170_y155_aug_33_155,155,174,xbox_0089_x170_y155
sofa_0715_x80_y135_aug_34_155,159,78,sofa_0715_x80_y135
vase_0160_x50_y75_aug_35_155,155,-97,vase_0160_x50_y75
chair_0545_x70_y70_aug_36_155,156,-131,chair_0545_x70_y70
bookshelf_0259_x20_y55_aug_37_155,158,-53,bookshelf_0259_x20_y55
cone_0090_x150_y145_aug_38_155,159,174,cone_0090_x150_y145
vase_0090_x125_y150_aug_39_155,156,-152,vase_0090_x125_y150
vase_0069_x85_y145_aug_40_155,158,-38,vase_0069_x85_y145
stairs_0113_x80_y75_aug_41_155,159,116,stairs_0113_x80_y75
chair_0117_x130_y65_aug_42_155,159,48,chair_0117_x130_y65
bottle_0348_x35_y140_aug_43_155,155,-39,bottle_0348_x35_y140
cup_0053_x75_y100_aug_44_155,156,-2,cup_0053_x75_y100
chair_0397_x15_y145_aug_45_155,157,35,chair_0397_x15_y145
vase_0510_x90_y35_aug_46_155,156,-154,vase_0510_x90_y35
dresser_0018_x40_y45_aug_47_155,157,-147,dresser_0018_x40_y45
vase_0379_x75_y65_aug_48_155,156,-32,vase_0379_x75_y65
vase_0069_x120_y30_aug_49_155,157,-168,vase_0069_x120_y30
cone_0090_x120_y95_aug_0_160,164,-7,cone_0090_x120_y95
vase_0379_x165_y150_aug_1_160,164,53,vase_0379_x165_y150
vase_0262_x170_y110_aug_2_160,163,136,vase_0262_x170_y110
sink_0029_x35_y100_aug_3_160,160,6,sink_0029_x35_y100
bowl_0052_x80_y175_aug_4_160,163,52,bowl_0052_x80_y175
vase_0379_x60_y30_aug_5_160,161,12,vase_0379_x60_y30
bookshelf_0343_x20_y65_aug_6_160,161,113,bookshelf_0343_x20_y65
dresser_0045_x30_y70_aug_7_160,163,-121,dresser_0045_x30_y70
vase_0247_x75_y35_aug_8_160,161,89,vase_0247_x75_y35
vase_0203_x150_y60_aug_9_160,161,5,vase_0203_x150_y60
curtain_0030_x65_y140_aug_10_160,161,-38,curtain_0030_x65_y140
vase_0262_x170_y110_aug_11_160,161,-39,vase_0262_x170_y110
bench_0091_x35_y40_aug_12_160,160,161,bench_0091_x35_y40
bench_0078_x140_y5_aug_13_160,162,162,bench_0078_x140_y5
cup_0076_x150_y0_aug_14_160,163,127,cup_0076_x150_y0
sink_0031_x100_y50_aug_15_160,161,61,sink_0031_x100_y50
vase_0515_x150_y45_aug_16_160,161,120,vase_0515_x150_y45
cone_0143_x30_y165_aug_17_160,164,91,cone_0143_x30_y165
bottle_0205_x135_y25_aug_18_160,160,-126,bottle_0205_x135_y25
sofa_0395_x15_y95_aug_19_160,163,142,sofa_0395_x15_y95
laptop_0121_x25_y90_aug_20_160,161,-2,laptop_0121_x25_y90
vase_0069_x85_y145_aug_21_160,161,-91,vase_0069_x85_y145
chair_0466_x15_y90_aug_22_160,161,31,chair_0466_x15_y90
bottle_0122_x45_y140_aug_23_160,161,-46,bottle_0122_x45_y140
cup_0083_x15_y100_aug_24_160,162,-80,cup_0083_x15_y100
table_0111_x110_y155_aug_25_160,160,-102,table_0111_x110_y155
bowl_0011_x140_y155_aug_26_160,162,-3,bowl_0011_x140_y155
vase_0285_x135_y50_aug_27_160,160,-33,vase_0285_x135_y50
vase_0458_x70_y150_aug_28_160,162,133,vase_0458_x70_y150
lamp_0083_x25_y0_aug_29_160,163,0,lamp_0083_x25_y0
chair_0545_x25_y165_aug_30_160,162,-4,chair_0545_x25_y165
bookshelf_0504_x160_y65_aug_31_160,160,-175,bookshelf_0504_x160_y65
cup_0053_x165_y75_aug_32_160,162,-45,cup_0053_x165_y75
sofa_0554_x165_y100_aug_33_160,160,-156,sofa_0554_x165_y100
sofa_0256_x80_y125_aug_34_160,160,-77,sofa_0256_x80_y125
vase_0069_x25_y90_aug_35_160,163,85,vase_0069_x25_y90
chair_0039_x160_y100_aug_36_160,163,-101,chair_0039_x160_y100
cup_0066_x100_y145_aug_37_160,161,88,cup_0066_x100_y145
cup_0065_x150_y125_aug_38_160,164,85,cup_0065_x150_y125
cone_0071_x40_y85_aug_39_160,164,-119,cone_0071_x40_y85
stool_0017_x130_y20_aug_40_160,160,-152,stool_0017_x130_y20
bowl_0052_x25_y25_aug_41_160,160,39,bowl_0052_x25_y25
bottle_0382_x160_y110_aug_42_160,164,23,bottle_0382_x160_y110
bowl_0081_x170_y120_aug_43_160,163,156,bowl_0081_x170_y120
vase_0515_x10_y50_aug_44_160,163,-85,vase_0515_x10_y50
xbox_0026_x115_y165_aug_45_160,160,31,xbox_0026_x115_y165
bed_0163_x70_y145_aug_46_160,163,52,bed_0163_x70_y145
dresser_0255_x20_y175_aug_47_160,164,49,dresser_0255_x20_y175
cup_0025_x70_y175_aug_48_160,162,1,cup_0025_x70_y175
bathtub_0041_x35_y55_aug_49_160,162,-136,bathtub_0041_x35_y55
cup_0050_x85_y90_aug_0_165,168,-135,cup_0050_x85_y90
toilet_0357_x160_y25_aug_1_165,166,-60,toilet_0357_x160_y25
bottle_0207_x5_y45_aug_2_165,166,114,bottle_0207_x5_y45
cup_0025_x135_y145_aug_3_165,169,110,cup_0025_x135_y145
curtain_0050_x155_y30_aug_4_165,165,-144,curtain_0050_x155_y30
mantel_0066_x0_y85_aug_5_165,165,-13,mantel_0066_x0_y85
curtain_0030_x95_y140_aug_6_165,165,-44,curtain_0030_x95_y140
table_0449_x70_y155_aug_7_165,169,-55,table_0449_x70_y155
bowl_0061_x5_y155_aug_8_165,166,-64,bowl_0061_x5_y155
bathtub_0015_x35_y30_aug_9_165,168,-169,bathtub_0015_x35_y30
bench_0175_x65_y60_aug_10_165,169,149,bench_0175_x65_y60
sofa_0541_x45_y175_aug_11_165,166,15,sofa_0541_x45_y175
person_0013_x90_y105_aug_12_165,166,139,person_0013_x90_y105
vase_0285_x60_y90_aug_13_165,169,143,vase_0285_x60_y90
vase_0262_x60_y60_aug_14_165,166,13,vase_0262_x60_y60
vase_0458_x110_y20_aug_15_165,165,-130,vase_0458_x110_y20
vase_0069_x145_y150_aug_16_165,167,66,vase_0069_x145_y150
chair_0545_x70_y105_aug_17_165,165,-172,chair_0545_x70_y105
bathtub_0015_x85_y20_aug_18_165,167,-155,bathtub_0015_x85_y20
bottle_0270_x175_y165_aug_19_165,165,33,bottle_0270_x175_y165
toilet_0281_x65_y20_aug_20_165,165,-50,toilet_0281_x65_y20
stairs_0144_x170_y85_aug_21_165,169,0,stairs_0144_x170_y85
bench_0122_x120_y55_aug_22_165,167,130,bench_0122_x120_y55
vase_0199_x25_y130_aug_23_165,167,43,vase_0199_x25_y130
cup_0081_x100_y25_aug_24_165,165,167,cup_0081_x100_y25
bench_0175_x15_y135_aug_25_165,168,-78,bench_0175_x15_y135
vase_0515_x150_y45_aug_26_165,169,-163,vase_0515_x150_y45
cone_0071_x40_y165_aug_27_165,165,32,cone_0071_x40_y165
cone_0078_x120_y15_aug_28_165,169,125,cone_0078_x120_y15
toilet_0379_x95_y5_aug_29_165,165,-21,toilet_0379_x95_y5
vase_0069_x90_y65_aug_30_165,169,-145,vase_0069_x90_y65
dresser_0248_x45_y115_aug_31_165,168,83,dresser_0248_x45_y115
bottle_0050_x20_y160_aug_32_165,165,-12,bottle_0050_x20_y160
mantel_0066_x110_y105_aug_33_165,168,173,mantel_0066_x110_y105
chair_0117_x165_y130_aug_34_165,166,32,chair_0117_x165_y130
chair_0610_x65_y40_aug_35_165,167,-7,chair_0610_x65_y40
vase_0543_x100_y95_aug_36_165,165,-159,vase_0543_x100_y95
bottle_0019_x40_y30_aug_37_165,166,-179,bottle_0019_x40_y30
cup_0066_x155_y170_aug_38_165,167,148,cup_0066_x155_y170
bottle_0006_x125_y15_aug_39_165,165,-18,bottle_0006_x125_y15
bowl_0011_x10_y170_aug_40_165,167,34,bowl_0011_x10_y170
chair_0397_x65_y25_aug_41_165,169,128,chair_0397_x65_y25
sofa_0209_x85_y170_aug_42_165,169,33,sofa_0209_x85_y170
bottle_0095_x60_y60_aug_43_165,165,178,bottle_0095_x60_y60
car_0286_x80_y140_aug_44_165,168,28,car_0286_x80_y140
